-1	-1	inf
-1	-0.98	0.0956448
-1	-0.96	0.0940243
-1	-0.94	0.0924284
-1	-0.92	0.0908574
-1	-0.9	0.089312
-1	-0.88	0.0877924
-1	-0.86	0.0862992
-1	-0.84	0.0848327
-1	-0.82	0.0833935
-1	-0.8	0.0819819
-1	-0.78	0.0805984
-1	-0.76	0.0792434
-1	-0.74	0.0779174
-1	-0.72	0.0766206
-1	-0.7	0.0753536
-1	-0.68	0.0741167
-1	-0.66	0.0729103
-1	-0.64	0.0717348
-1	-0.62	0.0705906
-1	-0.6	0.0694781
-1	-0.58	0.0683976
-1	-0.56	0.0673494
-1	-0.54	0.0663339
-1	-0.52	0.0653515
-1	-0.5	0.0644025
-1	-0.48	0.0634871
-1	-0.46	0.0626058
-1	-0.44	0.0617587
-1	-0.42	0.0609463
-1	-0.4	0.0601687
-1	-0.38	0.0594262
-1	-0.36	0.0587191
-1	-0.34	0.0580477
-1	-0.32	0.0574121
-1	-0.3	0.0568126
-1	-0.28	0.0562494
-1	-0.26	0.0557227
-1	-0.24	0.0552327
-1	-0.22	0.0547795
-1	-0.2	0.0543634
-1	-0.18	0.0539844
-1	-0.16	0.0536427
-1	-0.14	0.0533385
-1	-0.12	0.0530717
-1	-0.1	0.0528426
-1	-0.08	0.0526512
-1	-0.06	0.0524976
-1	-0.04	0.0523818
-1	-0.02	0.0523039
-1	6.17562e-16	0.0522639
-1	0.02	0.0523039
-1	0.04	0.0523818
-1	0.06	0.0524976
-1	0.08	0.0526512
-1	0.1	0.0528426
-1	0.12	0.0530717
-1	0.14	0.0533385
-1	0.16	0.0536427
-1	0.18	0.0539844
-1	0.2	0.0543634
-1	0.22	0.0547795
-1	0.24	0.0552327
-1	0.26	0.0557227
-1	0.28	0.0562494
-1	0.3	0.0568126
-1	0.32	0.0574121
-1	0.34	0.0580477
-1	0.36	0.0587191
-1	0.38	0.0594262
-1	0.4	0.0601687
-1	0.42	0.0609463
-1	0.44	0.0617587
-1	0.46	0.0626058
-1	0.48	0.0634871
-1	0.5	0.0644025
-1	0.52	0.0653515
-1	0.54	0.0663339
-1	0.56	0.0673494
-1	0.58	0.0683976
-1	0.6	0.0694781
-1	0.62	0.0705906
-1	0.64	0.0717348
-1	0.66	0.0729103
-1	0.68	0.0741167
-1	0.7	0.0753536
-1	0.72	0.0766206
-1	0.74	0.0779174
-1	0.76	0.0792434
-1	0.78	0.0805984
-1	0.8	0.0819819
-1	0.82	0.0833935
-1	0.84	0.0848327
-1	0.86	0.0862992
-1	0.88	0.0877924
-1	0.9	0.089312
-1	0.92	0.0908574
-1	0.94	0.0924284
-1	0.96	0.0940243
-1	0.98	0.0956448
-1	1	inf

-0.98	-1	0.0956448
-0.98	-0.98	0.0939913
-0.98	-0.96	0.0923621
-0.98	-0.94	0.0907574
-0.98	-0.92	0.0891779
-0.98	-0.9	0.087624
-0.98	-0.88	0.0860961
-0.98	-0.86	0.0845947
-0.98	-0.84	0.0831201
-0.98	-0.82	0.0816729
-0.98	-0.8	0.0802535
-0.98	-0.78	0.0788623
-0.98	-0.76	0.0774998
-0.98	-0.74	0.0761663
-0.98	-0.72	0.0748622
-0.98	-0.7	0.0735881
-0.98	-0.68	0.0723442
-0.98	-0.66	0.071131
-0.98	-0.64	0.0699489
-0.98	-0.62	0.0687982
-0.98	-0.6	0.0676793
-0.98	-0.58	0.0665926
-0.98	-0.56	0.0655385
-0.98	-0.54	0.0645172
-0.98	-0.52	0.0635292
-0.98	-0.5	0.0625747
-0.98	-0.48	0.0616541
-0.98	-0.46	0.0607677
-0.98	-0.44	0.0599157
-0.98	-0.42	0.0590986
-0.98	-0.4	0.0583165
-0.98	-0.38	0.0575697
-0.98	-0.36	0.0568586
-0.98	-0.34	0.0561833
-0.98	-0.32	0.055544
-0.98	-0.3	0.054941
-0.98	-0.28	0.0543746
-0.98	-0.26	0.0538449
-0.98	-0.24	0.053352
-0.98	-0.22	0.0528962
-0.98	-0.2	0.0524777
-0.98	-0.18	0.0520966
-0.98	-0.16	0.0517529
-0.98	-0.14	0.0514469
-0.98	-0.12	0.0511787
-0.98	-0.1	0.0509483
-0.98	-0.08	0.0507558
-0.98	-0.06	0.0506014
-0.98	-0.04	0.050485
-0.98	-0.02	0.0504067
-0.98	6.17562e-16	0.0503665
-0.98	0.02	0.0504067
-0.98	0.04	0.050485
-0.98	0.06	0.0506014
-0.98	0.08	0.0507558
-0.98	0.1	0.0509483
-0.98	0.12	0.0511787
-0.98	0.14	0.0514469
-0.98	0.16	0.0517529
-0.98	0.18	0.0520966
-0.98	0.2	0.0524777
-0.98	0.22	0.0528962
-0.98	0.24	0.053352
-0.98	0.26	0.0538449
-0.98	0.28	0.0543746
-0.98	0.3	0.054941
-0.98	0.32	0.055544
-0.98	0.34	0.0561833
-0.98	0.36	0.0568586
-0.98	0.38	0.0575697
-0.98	0.4	0.0583165
-0.98	0.42	0.0590986
-0.98	0.44	0.0599157
-0.98	0.46	0.0607677
-0.98	0.48	0.0616541
-0.98	0.5	0.0625747
-0.98	0.52	0.0635292
-0.98	0.54	0.0645172
-0.98	0.56	0.0655385
-0.98	0.58	0.0665926
-0.98	0.6	0.0676793
-0.98	0.62	0.0687982
-0.98	0.64	0.0699489
-0.98	0.66	0.071131
-0.98	0.68	0.0723442
-0.98	0.7	0.0735881
-0.98	0.72	0.0748622
-0.98	0.74	0.0761663
-0.98	0.76	0.0774998
-0.98	0.78	0.0788623
-0.98	0.8	0.0802535
-0.98	0.82	0.0816729
-0.98	0.84	0.0831201
-0.98	0.86	0.0845947
-0.98	0.88	0.0860961
-0.98	0.9	0.087624
-0.98	0.92	0.0891779
-0.98	0.94	0.0907574
-0.98	0.96	0.0923621
-0.98	0.98	0.0939913
-0.98	1	0.0956448

-0.96	-1	0.0940243
-0.96	-0.98	0.0923621
-0.96	-0.96	0.0907241
-0.96	-0.94	0.0891109
-0.96	-0.92	0.0875229
-0.96	-0.9	0.0859607
-0.96	-0.88	0.0844245
-0.96	-0.86	0.0829149
-0.96	-0.84	0.0814324
-0.96	-0.82	0.0799773
-0.96	-0.8	0.0785502
-0.96	-0.78	0.0771513
-0.96	-0.76	0.0757813
-0.96	-0.74	0.0744405
-0.96	-0.72	0.0731292
-0.96	-0.7	0.071848
-0.96	-0.68	0.0705973
-0.96	-0.66	0.0693773
-0.96	-0.64	0.0681886
-0.96	-0.62	0.0670315
-0.96	-0.6	0.0659064
-0.96	-0.58	0.0648136
-0.96	-0.56	0.0637535
-0.96	-0.54	0.0627265
-0.96	-0.52	0.0617329
-0.96	-0.5	0.060773
-0.96	-0.48	0.0598472
-0.96	-0.46	0.0589558
-0.96	-0.44	0.058099
-0.96	-0.42	0.0572772
-0.96	-0.4	0.0564907
-0.96	-0.38	0.0557397
-0.96	-0.36	0.0550245
-0.96	-0.34	0.0543453
-0.96	-0.32	0.0537024
-0.96	-0.3	0.0530961
-0.96	-0.28	0.0525264
-0.96	-0.26	0.0519936
-0.96	-0.24	0.051498
-0.96	-0.22	0.0510397
-0.96	-0.2	0.0506188
-0.96	-0.18	0.0502354
-0.96	-0.16	0.0498899
-0.96	-0.14	0.0495822
-0.96	-0.12	0.0493125
-0.96	-0.1	0.0490808
-0.96	-0.08	0.0488873
-0.96	-0.06	0.048732
-0.96	-0.04	0.048615
-0.96	-0.02	0.0485363
-0.96	6.17562e-16	0.048496
-0.96	0.02	0.0485363
-0.96	0.04	0.048615
-0.96	0.06	0.048732
-0.96	0.08	0.0488873
-0.96	0.1	0.0490808
-0.96	0.12	0.0493125
-0.96	0.14	0.0495822
-0.96	0.16	0.0498899
-0.96	0.18	0.0502354
-0.96	0.2	0.0506188
-0.96	0.22	0.0510397
-0.96	0.24	0.051498
-0.96	0.26	0.0519936
-0.96	0.28	0.0525264
-0.96	0.3	0.0530961
-0.96	0.32	0.0537024
-0.96	0.34	0.0543453
-0.96	0.36	0.0550245
-0.96	0.38	0.0557397
-0.96	0.4	0.0564907
-0.96	0.42	0.0572772
-0.96	0.44	0.058099
-0.96	0.46	0.0589558
-0.96	0.48	0.0598472
-0.96	0.5	0.060773
-0.96	0.52	0.0617329
-0.96	0.54	0.0627265
-0.96	0.56	0.0637535
-0.96	0.58	0.0648136
-0.96	0.6	0.0659064
-0.96	0.62	0.0670315
-0.96	0.64	0.0681886
-0.96	0.66	0.0693773
-0.96	0.68	0.0705973
-0.96	0.7	0.071848
-0.96	0.72	0.0731292
-0.96	0.74	0.0744405
-0.96	0.76	0.0757813
-0.96	0.78	0.0771513
-0.96	0.8	0.0785502
-0.96	0.82	0.0799773
-0.96	0.84	0.0814324
-0.96	0.86	0.0829149
-0.96	0.88	0.0844245
-0.96	0.9	0.0859607
-0.96	0.92	0.0875229
-0.96	0.94	0.0891109
-0.96	0.96	0.0907241
-0.96	0.98	0.0923621
-0.96	1	0.0940243

-0.94	-1	0.0924284
-0.94	-0.98	0.0907574
-0.94	-0.96	0.0891109
-0.94	-0.94	0.0874892
-0.94	-0.92	0.0858929
-0.94	-0.9	0.0843224
-0.94	-0.88	0.0827781
-0.94	-0.86	0.0812604
-0.94	-0.84	0.07977
-0.94	-0.82	0.0783071
-0.94	-0.8	0.0768723
-0.94	-0.78	0.075466
-0.94	-0.76	0.0740885
-0.94	-0.74	0.0727404
-0.94	-0.72	0.0714221
-0.94	-0.7	0.0701339
-0.94	-0.68	0.0688763
-0.94	-0.66	0.0676497
-0.94	-0.64	0.0664545
-0.94	-0.62	0.065291
-0.94	-0.6	0.0641597
-0.94	-0.58	0.0630609
-0.94	-0.56	0.061995
-0.94	-0.54	0.0609623
-0.94	-0.52	0.0599632
-0.94	-0.5	0.058998
-0.94	-0.48	0.058067
-0.94	-0.46	0.0571706
-0.94	-0.44	0.0563091
-0.94	-0.42	0.0554827
-0.94	-0.4	0.0546918
-0.94	-0.38	0.0539366
-0.94	-0.36	0.0532174
-0.94	-0.34	0.0525345
-0.94	-0.32	0.051888
-0.94	-0.3	0.0512782
-0.94	-0.28	0.0507054
-0.94	-0.26	0.0501696
-0.94	-0.24	0.0496712
-0.94	-0.22	0.0492103
-0.94	-0.2	0.0487871
-0.94	-0.18	0.0484017
-0.94	-0.16	0.0480542
-0.94	-0.14	0.0477448
-0.94	-0.12	0.0474736
-0.94	-0.1	0.0472407
-0.94	-0.08	0.0470461
-0.94	-0.06	0.04689
-0.94	-0.04	0.0467724
-0.94	-0.02	0.0466934
-0.94	6.17562e-16	0.0466529
-0.94	0.02	0.0466934
-0.94	0.04	0.0467724
-0.94	0.06	0.04689
-0.94	0.08	0.0470461
-0.94	0.1	0.0472407
-0.94	0.12	0.0474736
-0.94	0.14	0.0477448
-0.94	0.16	0.0480542
-0.94	0.18	0.0484017
