-1	-1	inf
-1	-0.975	1.4276
-1	-0.95	1.41013
-1	-0.925	1.39287
-1	-0.9	1.37583
-1	-0.875	1.35902
-1	-0.85	1.34245
-1	-0.825	1.32613
-1	-0.8	1.31006
-1	-0.775	1.29425
-1	-0.75	1.27872
-1	-0.725	1.26347
-1	-0.7	1.24851
-1	-0.675	1.23385
-1	-0.65	1.21952
-1	-0.625	1.2055
-1	-0.6	1.19182
-1	-0.575	1.1785
-1	-0.55	1.16553
-1	-0.525	1.15293
-1	-0.5	1.14073
-1	-0.475	1.12892
-1	-0.45	1.11752
-1	-0.425	1.10655
-1	-0.4	1.09602
-1	-0.375	1.08595
-1	-0.35	1.07634
-1	-0.325	1.06722
-1	-0.3	1.0586
-1	-0.275	1.05049
-1	-0.25	1.04291
-1	-0.225	1.03588
-1	-0.2	1.0294
-1	-0.175	1.02351
-1	-0.15	1.0182
-1	-0.125	1.01351
-1	-0.1	1.00945
-1	-0.075	1.00603
-1	-0.05	1.00329
-1	-0.025	1.00126
-1	6.03684e-16	1
-1	0.025	1.00126
-1	0.05	1.00329
-1	0.075	1.00603
-1	0.1	1.00945
-1	0.125	1.01351
-1	0.15	1.0182
-1	0.175	1.02351
-1	0.2	1.0294
-1	0.225	1.03588
-1	0.25	1.04291
-1	0.275	1.05049
-1	0.3	1.0586
-1	0.325	1.06722
-1	0.35	1.07634
-1	0.375	1.08595
-1	0.4	1.09602
-1	0.425	1.10655
-1	0.45	1.11752
-1	0.475	1.12892
-1	0.5	1.14073
-1	0.525	1.15293
-1	0.55	1.16553
-1	0.575	1.1785
-1	0.6	1.19182
-1	0.625	1.2055
-1	0.65	1.21952
-1	0.675	1.23385
-1	0.7	1.24851
-1	0.725	1.26347
-1	0.75	1.27872
-1	0.775	1.29425
-1	0.8	1.31006
-1	0.825	1.32613
-1	0.85	1.34245
-1	0.875	1.35902
-1	0.9	1.37583
-1	0.925	1.39287
-1	0.95	1.41013
-1	0.975	1.4276
-1	1	inf

-0.975	-1	1.4276
